pathway_a,pathway_b,partial_corr,p_value,jaccard,FDR,weight
HALLMARK_ALLOGRAFT_REJECTION,HALLMARK_NOTCH_SIGNALING,-0.13792435164971992,4.680448378601697e-06,0.0,2.76983056221598e-05,0.06896217582485996
HALLMARK_ALLOGRAFT_REJECTION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.010076982115111613,0.7391868476794956,0.0,0.7970984933163575,0.0050384910575558065
HALLMARK_ALLOGRAFT_REJECTION,HALLMARK_P53_PATHWAY,0.08022225028701999,0.007939054008592539,0.0256410256410256,0.019969899713605462,0.052931637964022796
HALLMARK_ALLOGRAFT_REJECTION,HALLMARK_PANCREAS_BETA_CELLS,0.06472622436718922,0.0323013982298723,0.0,0.06518815952486584,0.03236311218359461
HALLMARK_ALLOGRAFT_REJECTION,HALLMARK_PEROXISOME,-0.045778683049275605,0.130223017910825,0.0033003300330033,0.20425505370135802,0.024539506541139452
HALLMARK_ALLOGRAFT_REJECTION,HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.19195413776194054,1.5398724769070695e-10,0.0374149659863945,1.8493566511874119e-09,0.11468455187416751
HALLMARK_ALLOGRAFT_REJECTION,HALLMARK_PROTEIN_SECRETION,-0.08914400193950048,0.0031674312773075724,0.0068027210884353,0.009086893008669265,0.04797336151396789
HALLMARK_ALLOGRAFT_REJECTION,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.059793279764269985,0.04801776607885243,0.0,0.08980421900243393,0.029896639882134993
HALLMARK_ALLOGRAFT_REJECTION,HALLMARK_SPERMATOGENESIS,0.04440926133687028,0.1421283658808307,0.0,0.21983238409598183,0.02220463066843514
HALLMARK_ALLOGRAFT_REJECTION,HALLMARK_TGF_BETA_SIGNALING,-0.10728422701942412,0.0003784033095628597,0.0119521912350597,0.0014262893975830865,0.05961820912724191
